-0.152,3.06319086458e-23,-14.1672833533
-0.151996,3.08088526338e-23,-13.8284010288
-0.151992,3.09868088159e-23,-13.4917800293
-0.151988,3.11657829244e-23,-13.1574149148
-0.151984,3.13457807237e-23,-12.8253002449
-0.15198,3.15268080108e-23,-12.4954305793
-0.151976,3.17088706148e-23,-12.1678004779
-0.151972,3.18919743977e-23,-11.8424045005
-0.151968,3.20761252542e-23,-11.5192372067
-0.151964,3.22613291123e-23,-11.1982931563
-0.15196,3.24475919329e-23,-10.8795669092
-0.151956,3.26349197105e-23,-10.563053025
-0.151952,3.28233184731e-23,-10.2487460636
-0.151948,3.30127942825e-23,-9.93664058461
-0.151944,3.32033532344e-23,-9.62673114792
-0.15194,3.33950014587e-23,-9.31901231325
-0.151936,3.35877451196e-23,-9.01347864036
-0.151932,3.3781590416e-23,-8.71012468902
-0.151928,3.39765435811e-23,-8.408945019
-0.151924,3.41726108835e-23,-8.10993419005
-0.15192,3.43697986266e-23,-7.81308676193
-0.151916,3.45681131491e-23,-7.51839729441
-0.151912,3.47675608253e-23,-7.22586034726
-0.151908,3.49681480652e-23,-6.93547048024
-0.151904,3.51698813145e-23,-6.6472222531
-0.1519,3.53727670552e-23,-6.36111022562
-0.151896,3.55768118055e-23,-6.07712895755
-0.151892,3.57820221201e-23,-5.79527300867
-0.151888,3.59884045902e-23,-5.51553693872
-0.151884,3.61959658443e-23,-5.23791530748
-0.15188,3.64047125476e-23,-4.96240267472
-0.151876,3.66146514028e-23,-4.68899360018
-0.151872,3.68257891501e-23,-4.41768264364
-0.151868,3.70381325673e-23,-4.14846436486
-0.151864,3.72516884702e-23,-3.8813333236
-0.15186,3.74664637127e-23,-3.61628407962
-0.151856,3.76824651872e-23,-3.35331119269
-0.151852,3.78996998244e-23,-3.09240922258
-0.151848,3.8118174594e-23,-2.83357272904
-0.151844,3.83378965045e-23,-2.57679627184
-0.15184,3.85588726036e-23,-2.32207441073
-0.151836,3.87811099787e-23,-2.0694017055
-0.151832,3.90046157565e-23,-1.81877271588
-0.151828,3.92293971037e-23,-1.57018200166
-0.151824,3.94554612271e-23,-1.3236241226
-0.15182,3.96828153737e-23,-1.07909363845
-0.151816,3.99114668311e-23,-0.836585108982
-0.151812,4.01414229276e-23,-0.596093093956
-0.151808,4.03726910325e-23,-0.357612153137
-0.151804,4.06052785562e-23,-0.121136846287
-0.1518,4.08391929508e-23,0.113338266829
-0.151796,4.10744417097e-23,0.345818626449
-0.151792,4.13110323683e-23,0.57630967281
-0.151788,4.15489725043e-23,0.804816846147
-0.151784,4.17882697375e-23,1.0313455867
-0.15178,4.20289317303e-23,1.2559013347
