-0.152,0.0,-1.54533001119e-22
-0.151996,0.0,-1.5225503631e-22
-0.151992,0.0,-1.49985094395e-22
-0.151988,0.0,-1.4772316641e-22
-0.151984,0.0,-1.45469243393e-22
-0.15198,0.0,-1.43223316381e-22
-0.151976,0.0,-1.40985376413e-22
-0.151972,0.0,-1.38755414525e-22
-0.151968,0.0,-1.36533421756e-22
-0.151964,0.0,-1.34319389142e-22
-0.15196,0.0,-1.32113307722e-22
-0.151956,0.0,-1.29915168532e-22
-0.151952,0.0,-1.27724962611e-22
-0.151948,0.0,-1.25542680996e-22
-0.151944,0.0,-1.23368314724e-22
-0.15194,0.0,-1.21201854833e-22
-0.151936,0.0,-1.1904329236e-22
-0.151932,0.0,-1.16892618344e-22
-0.151928,0.0,-1.14749823821e-22
-0.151924,0.0,-1.1261489983e-22
-0.15192,0.0,-1.10487837407e-22
-0.151916,0.0,-1.08368627591e-22
-0.151912,0.0,-1.06257261418e-22
-0.151908,0.0,-1.04153729926e-22
-0.151904,0.0,-1.02058024154e-22
-0.1519,0.0,-9.99701351373e-23
-0.151896,0.0,-9.7890053915e-23
-0.151892,0.0,-9.58177715241e-23
-0.151888,0.0,-9.37532790023e-23
-0.151884,0.0,-9.16965673871e-23
-0.15188,0.0,-8.96476277159e-23
-0.151876,0.0,-8.76064510264e-23
-0.151872,0.0,-8.55730283561e-23
-0.151868,0.0,-8.35473507425e-23
-0.151864,0.0,-8.15294092232e-23
-0.15186,0.0,-7.95191948357e-23
-0.151856,0.0,-7.75166986175e-23
-0.151852,0.0,-7.55219116062e-23
-0.151848,0.0,-7.35348248394e-23
-0.151844,0.0,-7.15554293546e-23
-0.15184,0.0,-6.95837161892e-23
-0.151836,0.0,-6.76196763809e-23
-0.151832,0.0,-6.56633009672e-23
-0.151828,0.0,-6.37145809856e-23
-0.151824,0.0,-6.17735074738e-23
-0.15182,0.0,-5.98400714691e-23
-0.151816,0.0,-5.79142640092e-23
-0.151812,0.0,-5.59960761316e-23
-0.151808,0.0,-5.40854988738e-23
-0.151804,0.0,-5.21825232735e-23
-0.1518,0.0,-5.0287140368e-23
-0.151796,0.0,-4.8399341195e-23
-0.151792,0.0,-4.6519116792e-23
